Rank,Name_fixed,gender,past_3_years_bike_related_purchases,Age,job_industry_category,wealth_segment,deceased_iNdicator_fixed,owns_car,tenure,address No.,Address_fixed,country,property_valuation,Value
271,Bartram Di Lucia,Male,70,62,Argiculture,Mass Customer,NO,Yes,5,83509,Delaware Street  ,Australia,3,1.06
684,Andrew Froment,Male,58,46,Retail,High Net Worth,NO,No,7,78,Bluestem Road  ,Australia,2,0.70
688,Renie Fiveash,Female,92,31,Health,High Net Worth,NO,No,16,2,Anniversary Trail  ,Australia,4,0.70
386,Kizzee Kemston,Female,11,62,Health,Mass Customer,NO,No,13,5979,Green Ridge Way ,Australia,8,0.95
688,Willard Booton,Male,69,85,Health,High Net Worth,NO,Yes,7,5,Ronald Regan Alley ,Australia,9,0.70
691,Debby Balmadier,Female,53,31,Financial Services,Affluent Customer,NO,Yes,5,738,Spaight Drive  ,Australia,8,0.69
396,Demetria Bausor,Female,73,62,Entertainment,Mass Customer,NO,Yes,9,97,Transport Plaza  ,Australia,12,0.94
483,Huberto Mollatt,Male,82,62,n/a,Mass Customer,NO,Yes,14,31121,Pierstorff Center  ,Australia,7,0.88
691,Harvey Dwelley,Male,70,50,Financial Services,Affluent Customer,NO,No,18,59846,2nd Pass  ,Australia,9,0.69
626,Terrel Keynd,Male,30,62,Manufacturing,Mass Customer,NO,No,9,65,David Pass  ,Australia,7,0.74
691,Cathleen Le Teve,Female,75,73,n/a,High Net Worth,NO,No,18,32834,Caliangt Way  ,Australia,3,0.69
691,Arman Yakubov,Male,68,46,Property,High Net Worth,NO,Yes,17,11121,Jackson Crossing  ,Australia,4,0.69
698,Josepha Clamp,Female,12,62,n/a,High Net Worth,NO,No,12,2,Harper Junction  ,Australia,12,0.69
896,Fabio Commuzzo,Male,5,62,Manufacturing,Mass Customer,NO,No,18,66,Shopko Circle  ,Australia,8,0.52
700,Lynnell Shoesmith,Female,44,42,Health,High Net Worth,NO,Yes,7,5331,Ilene Parkway  ,Australia,8,0.69
133,Sharline Abyss,Female,11,63,n/a,Mass Customer,NO,Yes,15,367,Bay Point  ,Australia,4,1.24
700,Jillane Simion,Female,8,49,Manufacturing,High Net Worth,NO,No,7,7,Caliangt Street  ,Australia,3,0.69
666,Xenia Maleck,Female,41,63,Telecommunications,Mass Customer,NO,No,12,5,Southridge Hill  ,Australia,7,0.71
666,Kippar Whyatt,Male,13,63,Property,Mass Customer,NO,No,10,264,Valley Edge Pass ,Australia,7,0.71
700,Emeline Vezey,Female,37,70,Health,Affluent Customer,NO,Yes,19,2,Golden Leaf Parkway ,Australia,7,0.69
700,Cissiee Baylis,Female,99,72,Financial Services,High Net Worth,NO,No,16,18,Dottie Park  ,Australia,11,0.69
700,Mandie MacAdie,Female,39,49,Telecommunications,High Net Worth,NO,No,13,1009,Roxbury Point  ,Australia,11,0.69
751,Trudie Phinnessy,Female,45,63,Financial Services,Mass Customer,NO,Yes,15,77,Dennis Lane  ,Australia,9,0.65
817,Rowen Sollas,Male,38,63,Health,Mass Customer,NO,No,5,4,Anzinger Street  ,Australia,8,0.59
930,Morgen Newport,Female,5,63,Manufacturing,Mass Customer,NO,No,6,9,Washington Center  ,Australia,4,0.48
202,Engracia Dobbs,Female,84,64,Health,Mass Customer,NO,No,15,72,Eliot Place  ,Australia,8,1.14
708,Marc Keunemann,Male,57,51,Health,Affluent Customer,NO,Yes,14,283,Golf View Lane ,Australia,8,0.68
708,Seymour Fellibrand,Male,28,52,n/a,Affluent Customer,NO,Yes,18,96081,Lakewood Hill  ,Australia,2,0.68
241,Robenia Monks,Female,94,64,Manufacturing,Mass Customer,NO,No,5,8,Fieldstone Street  ,Australia,9,1.09
252,Delly Sunman,Female,49,64,Retail,Mass Customer,NO,No,15,652,Fuller Terrace  ,Australia,12,1.07
715,Hyman Petrolli,Male,8,58,n/a,Affluent Customer,NO,Yes,4,290,Menomonie Circle  ,Australia,7,0.68
284,Dexter Shutle,Male,81,64,n/a,Mass Customer,NO,No,17,7,Dayton Court  ,Australia,7,1.05
715,Dorotea Fenwick,Female,74,73,Financial Services,High Net Worth,NO,No,12,72,Lukken Crossing  ,Australia,11,0.68
719,Nalani Hallad,Female,15,24,Health,Affluent Customer,NO,Yes,9,1,Oriole Crossing  ,Australia,9,0.68
478,Ingmar Okenden,Male,97,64,Financial Services,Mass Customer,NO,Yes,8,1,Graceland Plaza  ,Australia,2,0.88
898,Rickert Brasted,Male,47,64,Health,Mass Customer,NO,No,10,20,Hoffman Park  ,Australia,9,0.51
926,Kathe Oller,Female,47,64,Manufacturing,Mass Customer,NO,Yes,5,817,Loftsgordon Road  ,Australia,4,0.48
987,Consalve Ballay,Male,41,64,IT,Mass Customer,NO,Yes,7,72,Village Terrace  ,Australia,8,0.40
724,Morganica Bentke,Female,40,46,IT,Affluent Customer,NO,Yes,21,19453,Ramsey Point  ,Australia,11,0.67
725,Lanny Currall,Male,37,26,n/a,High Net Worth,NO,Yes,9,3,Redwing Center  ,Australia,10,0.67
994,Weidar Etheridge,Male,38,64,Financial Services,Mass Customer,NO,Yes,6,535,Jay Point  ,Australia,4,0.38
595,Kyle Michie,Female,6,65,n/a,Mass Customer,NO,Yes,10,7226,Anzinger Avenue  ,Australia,8,0.78
653,Caritta Compston,Female,86,65,Manufacturing,Mass Customer,NO,Yes,17,48971,Marquette Point  ,Australia,5,0.72
725,Halette Borsi,Female,60,62,Health,Affluent Customer,NO,Yes,16,356,Pennsylvania Point  ,Australia,9,0.67
725,Bartram Caltun,Male,28,67,Health,Affluent Customer,NO,Yes,12,174,Farwell Point  ,Australia,11,0.67
865,Clemmie Bartoszewicz,Female,87,65,Financial Services,Mass Customer,NO,No,8,727,Morrow Parkway  ,Australia,9,0.55
1,Chickie Brister,Male,86,66,Manufacturing,Mass Customer,NO,Yes,14,45,Shopko Center  ,Australia,6,1.72
158,Roseanne Caruth,Female,16,66,Health,Mass Customer,NO,No,7,33652,Lyons Alley  ,Australia,9,1.19
244,Solomon Bruck,Male,29,66,Health,Mass Customer,NO,No,12,5,High Crossing Junction ,Australia,8,1.08
312,Audry Fann,Female,3,66,Health,Mass Customer,NO,Yes,15,19,Debs Parkway  ,Australia,6,1.02
361,Kenneth Elleyne,Male,13,66,Financial Services,Mass Customer,NO,No,13,27429,Dottie Plaza  ,Australia,11,0.98
733,Zebulen Emtage,Male,52,60,n/a,High Net Worth,NO,Yes,17,44,Ronald Regan Parkway ,Australia,7,0.66
366,Claresta MacConnulty,Female,6,66,n/a,Mass Customer,NO,Yes,20,516,Fremont Point  ,Australia,9,0.98
739,Micheil Fleote,Male,48,48,Manufacturing,High Net Worth,NO,No,16,174,Lotheville Crossing  ,Australia,9,0.66
739,Cecily Faircley,Female,42,76,IT,Affluent Customer,NO,Yes,19,8,Bluejay Road  ,Australia,1,0.66
433,Arel Abramovitz,Male,72,66,Health,Mass Customer,NO,No,16,32249,Sycamore Way  ,Australia,4,0.91
478,Aloysius Killingsworth,Male,89,66,n/a,Mass Customer,NO,No,12,625,Mandrake Junction  ,Australia,9,0.88
741,Glory Chilcott,Female,49,84,Telecommunications,High Net Worth,NO,No,9,4286,Rowland Circle  ,Australia,5,0.66
615,Francisca Pottage,Female,63,66,IT,Mass Customer,NO,No,8,8600,Forster Lane  ,Australia,9,0.76
744,Damian Renard,Male,43,47,Retail,Affluent Customer,NO,No,8,28,Prentice Trail  ,Australia,10,0.66
744,Gilli Christophers,Female,70,75,Property,Affluent Customer,NO,Yes,17,53870,Jay Pass  ,Australia,9,0.66
698,Thaddus Joder,Male,31,66,Manufacturing,Mass Customer,NO,No,7,27185,Fisk Drive  ,Australia,8,0.69
904,Brook Eade,Female,65,66,Retail,Mass Customer,NO,Yes,8,58,Meadow Valley Court ,Australia,5,0.50
926,Dulce Bradwell,Female,61,66,Manufacturing,Mass Customer,NO,No,20,30,Lukken Point  ,Australia,9,0.48
750,Phyllis Wibberley,Female,7,52,Retail,Affluent Customer,NO,No,11,3,Bellgrove Avenue  ,Australia,12,0.65
125,Elsworth Abbitt,Male,71,67,Health,Mass Customer,NO,Yes,6,9722,Northport Way  ,Australia,3,1.26
155,Skippie Yearsley,Male,6,67,Financial Services,Mass Customer,NO,No,9,95306,John Wall Avenue ,Australia,5,1.20
751,Adriana Saundercock,U,20,,IT,High Net Worth,NO,Yes,14,82,Gina Junction  ,Australia,7,0.65
166,Sawyer Sponton,Male,36,67,Property,Mass Customer,NO,Yes,10,5,Golf Terrace  ,Australia,11,1.18
755,Cal Van den Velde,Male,22,27,Financial Services,Affluent Customer,NO,Yes,6,77916,Moland Park  ,Australia,6,0.64
755,Meade Bampton,Male,69,41,Health,High Net Worth,NO,No,17,7870,Stuart Crossing  ,Australia,7,0.64
274,Philbert Raraty,Male,48,67,Manufacturing,Mass Customer,NO,No,6,10,Dexter Park  ,Australia,9,1.05
338,Vladimir Westmerland,Male,18,67,Manufacturing,Mass Customer,NO,Yes,18,102,Charing Cross Terrace ,Australia,4,1.00
755,Darb ,Male,80,54,Health,Affluent Customer,NO,No,10,780,Bonner Pass  ,Australia,5,0.64
760,Simmonds Bapty,Male,52,21,Financial Services,Affluent Customer,NO,No,8,47,Susan Park  ,Australia,12,0.64
760,Geoff Gwillym,Male,89,24,Health,Affluent Customer,NO,No,8,1,Eliot Plaza  ,Australia,4,0.64
760,Simonette ,Female,4,33,Manufacturing,Affluent Customer,NO,Yes,6,66,Hoffman Court  ,Australia,8,0.64
349,Gallagher Bromell,Male,18,67,n/a,Mass Customer,NO,No,17,91634,Badeau Crossing  ,Australia,8,0.99
760,Janaye Eade,Female,23,39,Health,Affluent Customer,NO,No,4,2782,Northridge Street  ,Australia,3,0.64
760,Hagen MacCarter,Male,93,40,Entertainment,Affluent Customer,NO,Yes,15,7,Ramsey Trail  ,Australia,9,0.64
760,Flore Cashen,Female,79,45,Health,High Net Worth,NO,No,17,4,Vera Pass  ,Australia,4,0.64
520,Free Rowland,Male,42,67,n/a,Mass Customer,NO,Yes,12,24929,Spaight Junction  ,Australia,8,0.84
760,Cazzie Stanwix,Male,37,63,Manufacturing,High Net Worth,NO,Yes,11,6026,Mallory Drive  ,Australia,7,0.64
760,Yorgos Dewhurst,Male,6,73,Argiculture,Affluent Customer,NO,No,16,4,Talmadge Road  ,Australia,1,0.64
536,Gretel Paschke,Female,10,67,Financial Services,Mass Customer,NO,Yes,17,72,Melrose Street  ,Australia,7,0.83
760,Andrea Pendle,Female,86,85,n/a,High Net Worth,NO,Yes,13,31281,Meadow Valley Way ,Australia,6,0.64
760,Leighton Firbanks,Male,51,50,Retail,Affluent Customer,NO,No,21,7234,Sycamore Pass  ,Australia,3,0.64
773,Dylan Stranio,Male,47,70,Manufacturing,High Net Worth,NO,Yes,9,3662,Beilfuss Lane  ,Australia,8,0.63
774,Elvin Trayhorn,Male,46,30,Financial Services,High Net Worth,NO,No,10,79,Sheridan Point  ,Australia,10,0.63
674,Cobbie Bruyett,Male,20,67,n/a,Mass Customer,NO,Yes,20,8593,Prairie Rose Way ,Australia,8,0.70
851,Karrah Howell,Female,63,67,Manufacturing,Mass Customer,NO,No,17,4897,Melody Road  ,Australia,9,0.56
774,Dmitri Viant,U,62,,Financial Services,Affluent Customer,NO,No,5,95960,Warner Parkway  ,Australia,1,0.63
877,Paulina Iannuzzelli,Female,57,67,Manufacturing,Mass Customer,NO,No,19,97,Hollow Ridge Alley ,Australia,11,0.54
778,Kellina Haygreen,Female,38,57,Entertainment,Affluent Customer,NO,No,18,5731,Bunker Hill Lane ,Australia,10,0.63
888,Shay Briand,Male,57,67,IT,Mass Customer,NO,Yes,9,1,Mandrake Way  ,Australia,1,0.53
983,Bertrando Carass,Male,45,67,Property,Mass Customer,NO,No,8,1,Quincy Road  ,Australia,5,0.41
38,Garik Whitwell,Male,44,68,Property,Mass Customer,NO,Yes,13,4,Dexter Way  ,Australia,2,1.44
782,Pansie Beccero,Female,35,59,Financial Services,Affluent Customer,NO,Yes,10,315,Hudson Road  ,Australia,5,0.62
782,Reinaldos Simmig,Male,55,68,Manufacturing,High Net Worth,NO,No,8,6112,Mariners Cove Park ,Australia,10,0.62
785,Winn Wells,Male,66,29,Manufacturing,Affluent Customer,NO,No,9,544,Pawling Road  ,Australia,10,0.62
786,Fey ,Female,48,66,Health,High Net Worth,NO,Yes,11,77,Paget Park  ,Australia,12,0.62
786,Rafi Brettelle,Male,89,67,Health,High Net Worth,NO,No,6,11,Brickson Park Alley ,Australia,10,0.62
174,Loria Tappington,Female,72,68,Property,Mass Customer,NO,No,5,3920,Swallow Junction  ,Australia,8,1.17
788,Verne Loalday,Male,1,41,IT,High Net Worth,NO,No,7,598,Memorial Place  ,Australia,10,0.61
788,Eleonora Wiszniewski,Female,49,43,Financial Services,Affluent Customer,NO,No,9,6227,Quincy Terrace  ,Australia,2,0.61
791,Eachelle Noirel,Female,93,49,Health,Affluent Customer,NO,Yes,11,80,Schiller Center  ,Australia,6,0.61
206,Jeanne Darte,Female,70,68,n/a,Mass Customer,NO,Yes,11,3,Homewood Park  ,Australia,7,1.14
793,Cordie Brankley,Female,79,69,Entertainment,High Net Worth,NO,No,18,46,Westerfield Place  ,Australia,6,0.61
401,Gannie Bargh,Male,56,68,n/a,Mass Customer,NO,Yes,13,1832,Burning Wood Place ,Australia,7,0.94
530,Jim Haddrell,Male,55,68,Financial Services,Mass Customer,NO,No,9,53,Dryden Trail  ,Australia,3,0.83
795,Carroll Schlagman,Female,61,72,Health,Affluent Customer,NO,No,13,15,Fisk Road  ,Australia,9,0.60
797,Cherye Stanfield,Female,0,42,Manufacturing,Affluent Customer,NO,No,13,56766,Mariners Cove Place ,Australia,9,0.60
594,Levin Coxen,Male,13,68,Property,Mass Customer,NO,No,20,32,Hazelcrest Court  ,Australia,8,0.78
797,Ansell Tolhurst,Male,77,74,Manufacturing,Affluent Customer,NO,No,22,13,Montana Place  ,Australia,10,0.60
606,Maximilian Geffen,Male,96,68,Manufacturing,Mass Customer,NO,Yes,20,8634,Wayridge Pass  ,Australia,8,0.77
801,Erminie Rabidge,Female,64,41,Manufacturing,High Net Worth,NO,No,17,1969,Melody Lane  ,Australia,8,0.60
620,Lek Pimblett,Male,88,68,Financial Services,Mass Customer,NO,Yes,6,97,Merrick Center  ,Australia,2,0.75
794,Jackie Pays,Male,21,68,Health,Mass Customer,NO,No,9,75024,Ronald Regan Hill ,Australia,12,0.61
804,Sloan Pudney,Male,83,59,Financial Services,Affluent Customer,NO,No,16,6771,Pleasure Terrace  ,Australia,9,0.60
804,Luci Dyter,Female,12,71,Manufacturing,High Net Worth,NO,No,20,2,Namekagon Trail  ,Australia,7,0.60
1000,Sylas Duffill,Male,56,68,Property,Mass Customer,NO,Yes,14,21875,Grover Drive  ,Australia,9,0.34
226,Maribeth Stivani,Female,46,69,Financial Services,Mass Customer,NO,No,7,945,Bobwhite Court  ,Australia,8,1.11
409,Hilliard Dullard,Male,65,69,Manufacturing,Mass Customer,NO,No,17,37919,Old Gate Park ,Australia,8,0.93
808,Otes Elegood,Male,67,83,Financial Services,High Net Worth,NO,No,21,2632,Del Mar Point ,Australia,11,0.60
810,Rand Winchcum,Male,34,23,n/a,Affluent Customer,NO,No,3,4594,Jackson Hill  ,Australia,7,0.59
810,Dmitri ,Male,72,32,Financial Services,High Net Worth,NO,Yes,15,4,Mallory Pass  ,Australia,4,0.59
810,Adria Van den Velde,Female,39,45,Manufacturing,Affluent Customer,NO,Yes,9,6030,Becker Plaza  ,Australia,7,0.59
810,Meade McReedy,Female,94,55,Financial Services,Affluent Customer,NO,Yes,9,4153,Johnson Point  ,Australia,10,0.59
810,Dorolice Osmon,Female,46,62,Financial Services,Affluent Customer,NO,No,15,602,Clove Center  ,Australia,6,0.59
810,Maddalena Hencke,Female,61,71,n/a,High Net Worth,NO,No,22,64037,Swallow Crossing  ,Australia,5,0.59
500,Renell Earley,Female,5,69,Financial Services,Mass Customer,NO,Yes,11,79,Manufacturers Plaza  ,Australia,5,0.86
817,Noak Sleany,Male,1,58,Financial Services,Affluent Customer,NO,No,17,1,Roth Plaza  ,Australia,10,0.59
513,Jodi Lermit,Female,94,69,Health,Mass Customer,NO,Yes,10,5,Corry Center  ,Australia,2,0.84
520,Sofie Worsfold,Female,87,69,Retail,Mass Customer,NO,Yes,9,7,Maple Wood Plaza ,Australia,6,0.84
562,Kamila Parsonage,Female,80,69,Property,Mass Customer,NO,No,5,31,Mccormick Court  ,Australia,8,0.81
820,Callean Wass,Male,65,35,Financial Services,Affluent Customer,NO,No,14,593,Stoughton Center  ,Australia,8,0.58
820,Keelby Sudlow,Male,96,35,Manufacturing,High Net Worth,NO,No,12,8042,Cherokee Court  ,Australia,8,0.58
820,Rodrique Vernon,Male,70,45,Manufacturing,Affluent Customer,NO,No,17,5864,Mcbride Trail  ,Australia,8,0.58
634,Shellysheldon Bichard,Male,96,69,Financial Services,Mass Customer,NO,Yes,16,7199,Springview Parkway  ,Australia,5,0.74
691,Patrice Pariss,Male,96,69,Financial Services,Mass Customer,NO,No,9,3745,Thierer Trail  ,Australia,5,0.69
939,Angele Cadore,Female,5,69,n/a,Mass Customer,NO,Yes,7,85894,Amoth Court  ,Australia,7,0.47
988,Jermaine Bagshawe,Female,60,69,Property,Mass Customer,NO,Yes,9,260,Briar Crest Drive ,Australia,6,0.40
828,Cristie Bence,Female,49,23,n/a,High Net Worth,NO,No,9,3413,Schmedeman Court  ,Australia,8,0.58
828,Renate Whyte,Female,60,60,Health,High Net Worth,NO,Yes,15,4189,Laurel Center  ,Australia,7,0.58
349,Caron Kezar,Female,11,70,Health,Mass Customer,NO,No,5,40553,Rigney Avenue  ,Australia,1,0.99
830,Dorie Dunleavy,Female,24,61,Health,Affluent Customer,NO,No,12,1,Mcguire Lane  ,Australia,4,0.58
832,Ellie Toope,Female,29,50,Property,High Net Worth,NO,Yes,4,8734,Fulton Hill  ,Australia,11,0.58
26,Dyane Burwell,Female,19,71,Retail,Mass Customer,NO,Yes,7,51,Hooker Court  ,Australia,2,1.47
120,Viki Coutts,Female,2,71,Property,Mass Customer,NO,Yes,7,6,Golf View Alley ,Australia,4,1.26
832,Teodor Mullinder,Male,56,61,Manufacturing,High Net Worth,NO,No,11,43,Pond Junction  ,Australia,5,0.58
832,Andy Deeming,Male,79,44,Manufacturing,Affluent Customer,NO,Yes,7,63386,Talisman Hill  ,Australia,8,0.58
832,Porty Hansed,U,88,,IT,Mass Customer,NO,No,13,768,Southridge Drive  ,Australia,11,0.58
177,Omero McDonand,Male,51,71,Manufacturing,Mass Customer,NO,No,16,48,Shoshone Park  ,Australia,9,1.16
202,Rosemonde Cartwight,Female,44,71,Retail,Mass Customer,NO,Yes,7,518,Paget Hill  ,Australia,1,1.14
326,Haleigh ,Female,17,71,Financial Services,Mass Customer,NO,Yes,18,49,Jana Point  ,Australia,4,1.01
345,Lucilia Minshall,Female,71,71,IT,Mass Customer,NO,Yes,7,237,Mallard Place  ,Australia,8,0.99
842,Nichols Devinn,Male,47,44,n/a,Affluent Customer,NO,No,11,5280,Waxwing Point  ,Australia,12,0.57
436,Craggie Dering,Male,47,71,Financial Services,Mass Customer,NO,No,7,11,Paget Road  ,Australia,10,0.90
843,Catha Davitt,Female,79,65,Property,High Net Worth,NO,Yes,6,192,South Junction  ,Australia,7,0.57
845,Meridith Urwin,Female,62,26,Health,High Net Worth,NO,Yes,10,535,Graedel Circle  ,Australia,7,0.56
676,Kariotta Naper,Female,8,71,Health,Mass Customer,NO,No,21,87,Crescent Oaks Alley ,Australia,10,0.70
997,Dickie Cubbini,Male,30,71,Financial Services,Mass Customer,NO,Yes,19,57666,Victoria Way  ,Australia,2,0.36
32,Brien Heaton,Male,70,72,Health,Mass Customer,NO,Yes,12,8,Novick Trail  ,Australia,2,1.45
561,Donn Chaney,Male,15,72,n/a,Mass Customer,NO,No,13,4,Schlimgen Trail  ,Australia,3,0.81
845,Leeland ,Male,66,66,Telecommunications,High Net Worth,NO,No,12,9,Stephen Center  ,Australia,4,0.56
583,Noel Sturch,Female,26,72,Health,Mass Customer,NO,No,10,736,West Crossing  ,Australia,1,0.79
851,Gerta Porrett,Female,46,64,Health,High Net Worth,NO,No,12,74,Badeau Crossing  ,Australia,2,0.56
612,Lucius Hatchell,Male,37,72,Retail,Mass Customer,NO,Yes,14,432,Ronald Regan Court ,Australia,8,0.76
854,Maurine Clee,Female,45,43,Property,High Net Worth,NO,Yes,5,6,Maple Plaza  ,Australia,10,0.56
854,Casandra Betteridge,Female,29,81,Financial Services,Affluent Customer,NO,Yes,9,68,Bluestem Center  ,Australia,10,0.56
856,Hayes Daveren,Male,32,70,Manufacturing,Affluent Customer,NO,Yes,11,1,Becker Parkway  ,Australia,2,0.56
856,Piper Issacov,Female,67,84,Health,Affluent Customer,NO,Yes,22,52201,Tony Avenue  ,Australia,9,0.56
856,Darwin Bumpas,Male,24,45,Health,Affluent Customer,NO,Yes,18,6812,Gina Point  ,Australia,7,0.56
859,Craggy Happel,Male,37,44,Manufacturing,High Net Worth,NO,Yes,8,23,Del Sol Alley ,Australia,6,0.56
859,Markus Pendrey,Male,88,64,Health,Affluent Customer,NO,Yes,12,2382,Anthes Crossing  ,Australia,10,0.56
859,Sile Zappel,Female,47,65,IT,High Net Worth,NO,No,15,44350,Buell Alley  ,Australia,6,0.56
862,Kissie Line,Female,2,23,Manufacturing,Affluent Customer,NO,Yes,7,629,Grasskamp Junction  ,Australia,9,0.55
862,Egor Mariette,Male,42,43,Financial Services,Affluent Customer,NO,No,3,79,Mockingbird Plaza  ,Australia,7,0.55
862,Reinald Bembrigg,Male,54,70,Financial Services,Affluent Customer,NO,No,10,858,Portage Hill  ,Australia,7,0.55
804,Bryon Goundry,Male,79,72,Manufacturing,Mass Customer,NO,No,21,5,Kensington Street  ,Australia,5,0.60
865,Clarine Piecha,Female,99,59,Health,High Net Worth,NO,No,14,7523,Eggendart Hill  ,Australia,10,0.55
865,Mycah Beaston,Male,11,62,n/a,High Net Worth,NO,Yes,12,2,Mandrake Street  ,Australia,11,0.55
838,Monty Thomazin,Male,7,72,n/a,Mass Customer,NO,Yes,13,30738,Muir Avenue  ,Australia,10,0.57
865,Karoly Burgoine,Male,57,76,Health,High Net Worth,NO,Yes,21,18,Morning Circle  ,Australia,2,0.55
930,Ogdan Blenkinship,Male,65,72,Health,Mass Customer,NO,Yes,21,21712,Texas Court  ,Australia,5,0.48
871,Thorvald Duckerin,Male,58,28,Manufacturing,Affluent Customer,NO,Yes,1,4,Pine View Junction ,Australia,8,0.54
983,Augusta Munns,Female,5,72,n/a,Mass Customer,NO,No,21,607,Memorial Avenue  ,Australia,11,0.41
871,Lotty Loach,Female,76,62,Health,High Net Worth,NO,Yes,7,78451,South Street  ,Australia,3,0.54
871,Marie-jeanne Breawood,Female,37,70,Health,High Net Worth,NO,No,8,6,Prairieview Pass  ,Australia,6,0.54
871,Rodolphe Glenton,Male,88,49,Financial Services,Affluent Customer,NO,No,11,4787,Golf Terrace  ,Australia,7,0.54
50,Thaxter Kingsbury,Male,12,73,Argiculture,Mass Customer,NO,No,20,3,Vermont Lane  ,Australia,12,1.41
89,Ossie Midden,Male,49,73,Manufacturing,Mass Customer,NO,Yes,14,4915,Debra Center  ,Australia,9,1.31
877,Ricki Padefield,Male,43,75,Manufacturing,Affluent Customer,NO,Yes,13,860,Barby Lane  ,Australia,9,0.54
879,Lizette McKeaveney,Female,30,29,Health,High Net Worth,NO,Yes,13,6412,Butternut Road  ,Australia,10,0.54
879,Muffin Bhar,Male,44,57,n/a,Affluent Customer,NO,No,19,15,Weeping Birch Crossing ,Australia,4,0.54
879,Jeno Strafford,Male,67,82,Financial Services,High Net Worth,NO,No,7,891,Sachtjen Hill  ,Australia,9,0.54
146,Nadiya Balasini,Female,40,73,Financial Services,Mass Customer,NO,No,15,92934,Mallory Trail  ,Australia,9,1.23
883,Judi Cazereau,Female,22,26,n/a,Affluent Customer,NO,Yes,13,22,Farmco Avenue  ,Australia,3,0.53
177,Iain Haversham,Male,92,73,Retail,Mass Customer,NO,Yes,13,170,Briar Crest Place ,Australia,10,1.16
244,Krystyna Airey,Female,2,73,n/a,Mass Customer,NO,Yes,19,75760,Toban Junction  ,Australia,5,1.08
883,Zachariah Meininking,Male,40,85,Financial Services,Affluent Customer,NO,Yes,20,24815,Lindbergh Avenue  ,Australia,7,0.53
883,Shara Bramhill,U,24,,IT,Affluent Customer,NO,No,2,1,Bunker Hill Drive ,Australia,10,0.53
888,Antoinette ,Female,72,43,Financial Services,Affluent Customer,NO,No,5,9,Derek Alley  ,Australia,9,0.53
386,Packston Wackett,Male,10,73,Financial Services,Mass Customer,NO,No,19,7,Northridge Court  ,Australia,9,0.95
888,Carr Hopkynson,Male,64,52,Manufacturing,Affluent Customer,NO,No,16,5990,Fairfield Pass  ,Australia,6,0.53
888,Adriena Giffin,Female,27,66,Argiculture,Affluent Customer,NO,Yes,5,1,Manitowish Court  ,Australia,9,0.53
544,Angie Tansley,Male,68,73,Manufacturing,Mass Customer,NO,No,8,8,Cardinal Junction  ,Australia,7,0.82
568,Esdras Birchett,Male,81,73,Entertainment,Mass Customer,NO,Yes,21,5287,Clarendon Plaza  ,Australia,9,0.80
893,Latrena Yetts,Female,11,24,Manufacturing,High Net Worth,NO,Yes,15,53877,Dakota Crossing  ,Australia,3,0.52
893,Jesse Alflat,Male,31,39,n/a,High Net Worth,NO,No,5,49,Northfield Drive  ,Australia,9,0.52
751,Burt Vasechkin,Male,33,73,Retail,Mass Customer,NO,Yes,20,89100,Rusk Crossing  ,Australia,2,0.65
896,Heall Andrioli,Male,46,82,IT,Affluent Customer,NO,Yes,7,370,Eastwood Road  ,Australia,5,0.52
142,Grannie Cracker,Male,28,74,Retail,Mass Customer,NO,Yes,20,87254,Hermina Pass  ,Australia,8,1.24
259,Zondra Ringham,Female,36,75,Financial Services,Mass Customer,NO,Yes,7,416,Lighthouse Bay Lane ,Australia,5,1.06
899,Penrod Tomasicchio,Male,5,55,Health,High Net Worth,NO,No,19,30,Harper Trail  ,Australia,9,0.51
386,Fara Sarath,Female,75,75,n/a,Mass Customer,NO,No,22,540,Forest Run Plaza ,Australia,7,0.95
899,Hedwig Jayme,Female,38,71,Property,Affluent Customer,NO,No,11,6293,Hooker Point  ,Australia,10,0.51
420,Queenie Learie,Female,90,75,Property,Mass Customer,NO,No,12,7,Sauthoff Park  ,Australia,11,0.91
904,Shaw MacEvilly,Male,10,23,Health,Affluent Customer,NO,No,16,34020,Sheridan Park  ,Australia,9,0.50
904,Dolorita Strutton,Female,7,32,Manufacturing,Affluent Customer,NO,No,17,7,Acker Pass  ,Australia,8,0.50
840,Logan Colomb,Male,74,75,n/a,Mass Customer,NO,Yes,19,266,Lakewood Terrace  ,Australia,8,0.57
904,Denny Spleving,Female,84,50,Manufacturing,Affluent Customer,NO,Yes,5,85420,Myrtle Road  ,Australia,8,0.50
904,Conway Juarez,Male,27,56,n/a,Affluent Customer,NO,No,17,66904,American Ash Hill ,Australia,5,0.50
215,Roberta Goodale,Female,9,76,Property,Mass Customer,NO,Yes,22,13,David Junction  ,Australia,7,1.13
297,Tiphanie Blackader,Female,59,76,Retail,Mass Customer,NO,No,17,71,Stone Corner Avenue ,Australia,11,1.03
420,Suzy Trounson,Female,13,76,Financial Services,Mass Customer,NO,Yes,20,627,Golf Center  ,Australia,9,0.91
904,Roth Crum,U,0,,IT,Mass Customer,NO,No,2,276,Anthes Court  ,Australia,6,0.50
913,Keely Bointon,Female,71,35,Telecommunications,High Net Worth,NO,No,3,55,Dorton Point  ,Australia,9,0.50
913,Ilise Clissold,Female,58,36,Entertainment,High Net Worth,NO,No,9,659,Comanche Plaza  ,Australia,10,0.50
